title,description,issue,volume,series,publisher,date,creators,format,value
Dark Truth,Paulo Siqueira Regular Cover,20A,1,Superman / Wonder Woman,DC Comics,2015-08-22,Peter J. Tomasi | Doug Mahnke | Sean Parsons,,0
"Dark Truth, Part Four: Truth Hits Everybody",Aaron Kuder Regular Cover,21A,1,Superman / Wonder Woman,DC Comics,2015-11-20,Peter J. Tomasi | Doug Mahnke | Scott Hanna,,0
Heart Of The Sun,N/A,22A,1,Superman / Wonder Woman,DC Comics,2016-06-09,Peter J. Tomasi | Doug Mahnke | Sean Parsons,,0
Ravenous,Ed Benes Regular Cover,23A,1,Superman / Wonder Woman,DC Comics,2016-06-09,Peter J. Tomasi | Doug Mahnke | Keith Champagne,,0
Power Hungry,N/A,24,1,Superman / Wonder Woman,DC Comics,2016-01-24,Peter J. Tomasi | Thomas Derenick | Ardian Syaf,,0
A God Somewhere,Ed Benes Regular Cover,25A,1,Superman / Wonder Woman,DC Comics,2016-03-19,Peter J. Tomasi | Doug Mahnke | Scott Hanna,,0
A God Somewhere,Ed Benes Regular Cover,25A,1,Superman / Wonder Woman,DC Comics,2016-01-24,Peter J. Tomasi | Doug Mahnke | Scott Hanna,,0
Skyfall,N/A,26A,1,Superman / Wonder Woman,DC Comics,2016-03-19,Peter J. Tomasi | Doug Mahnke | Jaime Mendoza,,0
"The Final Days of Superman, Part 4: Last Kiss",Paul Renaud Regular Cover,28A,1,Superman / Wonder Woman,DC Comics,2016-06-03,Peter J. Tomasi | Ed Benes,,0
"The Final Days of Superman, Part 7: Fire Line",N/A,29,1,Superman / Wonder Woman,DC Comics,2016-06-03,Peter J. Tomasi | Jorge Jiménez,,0
"Superman Doomed - [Superdoom], Chapter 3: The Promise",N/A,1,1,Superman / Wonder Woman Annual,DC Comics,2014-08-16,Charles Soule | Pascal Alixe | Cliff Richards,,0
Beginnings And Ends / Taking A Breath / Unsaid / Vulnerable,N/A,2,1,Superman / Wonder Woman Annual,DC Comics,2016-01-24,Keith Champagne | Sholly Fisch | Peter J. Tomasi,,0
N/A,Regular Mikel Janin Cover,1A,1,Superman and the Authority,DC Comics,2021-07-22,Grant Morrison | Mikel Janín,,0
One Soul at a Time,N/A,2A,1,Superman and the Authority,DC Comics,2021-08-20,Grant Morrison | Travel Foreman | Fico Ossio,,0
Grimdark!,Mikel Janin Regular Cover,3A,1,Superman and the Authority,DC Comics,2021-09-17,Grant Morrison | Travel Foreman | Mikel Janín,,0
The Leap,Jim Lee Regular Cover,1A,1,Superman Unchained,DC Comics,2014-02-23,Scott Snyder | Dustin Nguyen | Jim Lee,,0
The Fall / Epilogue,Jim Lee Regular Cover,2A,1,Superman Unchained,DC Comics,2014-02-23,Scott Snyder | Dustin Nguyen | Jim Lee,,0
Answered Prayers / Epilogue,Jim Lee Regular Cover,3A,1,Superman Unchained,DC Comics,2014-02-23,Scott Snyder | Jim Lee | Scott Williams,,0
Bullets,Jim Lee Regular Cover,4A,1,Superman Unchained,DC Comics,2014-02-23,Scott Snyder | Dustin Nguyen | Jim Lee,,0
A Place Between,Jim Lee Regular Cover,5A,1,Superman Unchained,DC Comics,2014-02-23,Scott Snyder | Dustin Nguyen | Jim Lee,,0
Out Of Time,N/A,7A,1,Superman Unchained,DC Comics,2014-07-16,Scott Snyder | Jim Lee | Scott Williams,,0
Unchained,N/A,8A,1,Superman Unchained,DC Comics,2014-10-18,Scott Snyder | Jim Lee | Scott Williams,,0
Let the Light In,Jim Lee Regular Cover,9A,1,Superman Unchained,DC Comics,2015-08-08,Scott Snyder | Dustin Nguyen | Jim Lee,,0
N/A,Tony Harris Variant,1C,1,Superman Vs. Lobo,DC Comics,2021-09-24,Tim Seeley | Sarah Beattie | Mirka Andolfo,,0
The Case Of The Collared Crime-Fighter,N/A,208,1,Superman,DC Comics,2014-02-23,Douglas Curtis Swan | Jack Abel,,0
The Absolute Power-Play Of The Parasite,N/A,320,1,Superman,DC Comics,2014-02-23,Martin Pasko | Douglas Curtis Swan | Frank Chiaramonte,,0
The Master Mesmerizer Of Metropolis,N/A,330,1,Superman,DC Comics,2014-02-23,Martin Pasko | Douglas Curtis Swan | Frank Chiaramonte,,0
"Lockup At 20,000 Feet",Whitman Logo Edition,331B,1,Superman,DC Comics,2014-02-23,Martin Pasko | Douglas Curtis Swan | Frank Chiaramonte,,0
The Eternity Cage,Whitman Variant,332B,1,Superman,DC Comics,2014-02-23,Martin Pasko | Douglas Curtis Swan | Frank Chiaramonte,,0
Peer Pressure - Part 2: Awards,N/A,0,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Brett Breeding,,0
Reign of the Supermen - Alive,Collector's Edition,78B,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Brett Breeding,,0
Reign of the Supermen - Back For Good,Collector's Edition,82B,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Brett Breeding,,0
Funeral For a Friend - Epilogue: On The Edge / Reign Of The Supermen,N/A,83,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Joe Rubinstein,,0
My Life,N/A,91,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Brent E. Anderson | Joe Rubinstein,,0
Zero Hour - Home!,N/A,93,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Joe Rubinstein,,0
Shadows Of The Past,N/A,94,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Brett Breeding,,0
The Zero Effect,N/A,95,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Mike Manley,,0
Mindscape,N/A,96,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Dick Giordano,,0
Shadows,N/A,97,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Brett Breeding,,0
Changes,N/A,98,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Joe Rubinstein,,0
Burning The Past,N/A,99,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Gil Kane | Joe Rubinstein,,0
The Death Of Clark Kent,N/A,100A,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Brett Breeding,,0
The Death Of Clark Kent,Collector's Edition,100B,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Brett Breeding | Joe Rubinstein,,0
Grief,N/A,101,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Gil Kane | Joe Rubinstein,,0
Pulp Friction,N/A,103,2,Superman,DC Comics,2014-02-23,Dan Jurgens | Gil Kane | Joe Rubinstein,,0
Revenge Of Apokolips,N/A,104,2,Superman,DC Comics,2014-02-23,Dan Jurgens | José Luis García-López | Joe Rubinstein,,0
Misperceptions,N/A,105,2,Superman,DC Comics,2014-02-23,Dan Jurgens | José Luis García-López | Joe Rubinstein,,0
Elseworlds - The Feral Man Of Steel,N/A,6,2 Annual,Superman,DC Comics,2014-02-23,Darren Vincenzo | Frank Fosco | Stan Woch,,0
Superman: Year One - Strange Visitor,N/A,7,2 Annual,Superman,DC Comics,2014-02-23,Roger Stern | Christian Gossett | Stan Woch,,0
Bizarro In Arrested Development,3D Cover,23.1A,3,Superman,DC Comics,2014-02-23,Sholly Fisch | Jeff Johnson | Andy Smith,,0
Recollection,3D Cover,23.2A,3,Superman,DC Comics,2014-02-23,Tony Bedard | Pascal Alixe,,0
To H'ell And Back,3D Cover,23.3A,3,Superman,DC Comics,2014-02-23,Scott Lobdell | Dan Jurgens | Ray McCarthy,,0
Parasite,3D Cover,23.4A,3,Superman,DC Comics,2014-05-18,Aaron Kuder,,0
"Doomed, All Good Things Must End",N/A,30A,3,Superman,DC Comics,2014-05-06,Scott Lobdell | Ed Benes | Norm Rapmund,,0
"[Infected], Chapter 4: Lockdown",Regular Cover - Ed Benes,31A,3,Superman,DC Comics,2014-07-20,Scott Lobdell | Ed Benes | Jackson 'Jack' Herbert,,0
"The Men of Tomorrow, Chapter One: Ulysses",John Romita Jr. Regular Cover,32A,3,Superman,DC Comics,2014-07-16,Geoff Johns | John Romita Jr. | Klaus Janson,,0
"The Men of Tomorrow, Chapter One: Ulysses",Bombshell Variant Cover,32B,3,Superman,DC Comics,2014-07-16,Geoff Johns | John Romita Jr. | Klaus Janson,,0
"The Men of Tomorrow, Chapter 2: The New Superman",John Romita Jr. Regular Cover,33A,3,Superman,DC Comics,2014-09-01,Geoff Johns | John Romita Jr. | Klaus Janson,,0
The Men of Tomorrow,John Romita Jr. Regular Cover,34A,3,Superman,DC Comics,2014-09-01,Geoff Johns | John Romita Jr. | Klaus Janson,,0
"The Men of Tomorrow, Chapter Four: The Quick Fix",N/A,35A,3,Superman,DC Comics,2015-12-13,Geoff Johns | John Romita Jr. | Klaus Janson,,0
"The Men of Tomorrow, Chapter Four: The Quick Fix",Monsters of the Month,35B,3,Superman,DC Comics,2015-12-13,Geoff Johns | John Romita Jr. | Klaus Janson,,0
"The Men of Tomorrow, Exodus",John Romita Jr. Regular Cover,36A,3,Superman,DC Comics,2015-08-08,Geoff Johns | John Romita Jr. | Klaus Janson,,0
"The Men of Tomorrow, The Great World",N/A,37A,3,Superman,DC Comics,2015-08-08,Geoff Johns | John Romita Jr. | Klaus Janson,,0
"The Men of Tomorrow, Chapter 7: Friends And Enemies",N/A,38A,3,Superman,DC Comics,2015-08-08,Geoff Johns | John Romita Jr. | Klaus Janson,,0
24 Hours,N/A,39A,3,Superman,DC Comics,2015-07-10,Geoff Johns | John Romita Jr. | Klaus Janson,,0
Powerless,N/A,40A,3,Superman,DC Comics,2015-07-11,John Romita Jr. | Klaus Janson,,0
"Truth, Part 1",John Romita Jr. Regular Cover,41A,3,Superman,DC Comics,2015-07-07,Gene Luen Yang | Gene Leun Yang | John Romita Jr.,,0
"Before Truth, Part 2",John Romita Jr. Regular Cover,42A,3,Superman,DC Comics,2015-08-04,Gene Luen Yang | John Romita Jr. | Klaus Janson,,0
"Before Truth, Part 3",John Romita Jr. Regular Cover,43A,3,Superman,DC Comics,2015-09-12,Gene Luen Yang | John Romita Jr. | Klaus Janson,,0
"Before Truth, Part 4",Aaron Kuder Regular Cover,44A,3,Superman,DC Comics,2017-01-11,Gene Luen Yang | John Romita Jr. | Klaus Janson,,0
Street Justice,Regular John Romita Jr Cover,45A,3,Superman,DC Comics,2017-01-11,Gene Luen Yang | Howard Porter,,0
Knocked Out!,John Romita Jr. Regular Cover,46A,3,Superman,DC Comics,2017-01-11,Gene Luen Yang | Howard Porter,,0
Infiltrated,John Romita Jr. Regular Cover,47A,3,Superman,DC Comics,2016-01-24,Gene Luen Yang | Howard Porter | Raymund Bermudez,,0
Treatment,Howard Porter Regular Cover,48A,3,Superman,DC Comics,2016-02-21,Gene Luen Yang | Howard Porter | Ardian Syaf,,0
Sacrifice,N/A,49A,3,Superman,DC Comics,2016-03-19,Gene Luen Yang | Jack Herbert,,0
"What Could Have Been, What Can Still Be, And What Is",John Romita Jr. Regular Cover,50A,3,Superman,DC Comics,2016-04-09,Gene Leun Yang | Patrick Zircher | Howard Porter,,0
"The Final Days of Superman, Part 1: The Mortal Coil",Mikel Janin Regular Cover,51A,3,Superman,DC Comics,2016-04-09,Peter J. Tomasi | Mikel Janín,,0
The Final Days of Superman,Regular Mikel Janin Cover,52A,3,Superman,DC Comics,2016-06-03,Peter J. Tomasi | Miguel Sepulveda | Mikel Janín,,0
Savage Dawn,N/A,3,3 Annual,Superman,DC Comics,2016-01-24,Gregory Pak | Peter J. Tomasi | Aaron Kuder,,0
"Son of Superman, Part Four",Regular Patrick Gleason Cover,4A,4,Superman,DC Comics,2017-01-11,Patrick Gleason | Peter J. Tomasi | Mick Gray,,0
"Son of Superman, Part Five",Regular Patrick Gleason Cover,5A,4,Superman,DC Comics,2017-01-11,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
"Son of Superman, Part 6",Regular Doug Mahnke Cover,6A,4,Superman,DC Comics,2017-01-11,Patrick Gleason | Peter J. Tomasi | Mick Gray,,0
"Son of Superman, Our Town",Regular Patrick Gleason Cover,7A,4,Superman,DC Comics,2017-01-11,Patrick Gleason | Peter J. Tomasi | Jorge Jiménez,,0
"Escape From Dinosaur Island, Part One",Regular Patrick Gleason & Mick Gray Cover,8A,4,Superman,DC Comics,2017-02-24,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
"Escape From Dinosaur Island, Part 2",Regular Doug Mahnke Cover,9A,4,Superman,DC Comics,2017-02-24,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
"In the Name of the Father: World's Smallest, Part 1",Regular Patrick Gleason & Mick Gray Cover,10A,4,Superman,DC Comics,2017-02-24,Patrick Gleason | Peter J. Tomasi | Mick Gray,,0
"In the Name of the Father: World's Smallest, Part 2",Regular Patrick Gleason Cover,11A,4,Superman,DC Comics,2017-02-24,Patrick Gleason | Peter J. Tomasi | Christian Alamy,,0
"Super-Monster, Part One",Regular Doug Mahnke & Jaime Mendoza Cover,12A,4,Superman,DC Comics,2017-01-11,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
"Super-Monster, Part Two",Regular Doug Mahnke Cover,13A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
"Multiplicity, Part 1",Regular Patrick Gleason & Mick Gray Cover,14A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Ivan Reis,,0
"Multiplicity, Part Two",Regular Patrick Gleason & Mick Gray Cover,15A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Pat Gleason,,0
"Multiplicity, Conclusion",Regular Ivan Reis Cover,16A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Clay Mann,,0
Dark Harvest,Regular Sebastian Fiumara Cover,17A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Pat Gleason,,0
"Superman Reborn, Part 1",Regular Patrick Gleason & Mick Gray Cover,18A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Mick Gray,,0
"Superman Reborn, Part 3: Don't Pass Go",Regular Patrick Gleason & Mick Gray Cover,19A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Mick Gray,,0
"Black Dawn, Chapter 1",Regular Patrick Gleason Cover,20A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Mick Gray,,0
"Black Dawn, Black Dawn Chapter 2",Regular Patrick Gleason Cover,21A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Joe Prado,,0
"Black Dawn, Black Dawn Chapter 3",Regular Ryan Sook Cover,22A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
"Black Dawn, Black Dawn Chapter 4",Regular Ryan Sook Cover,23A,4,Superman,DC Comics,2017-06-09,Patrick Gleason | Peter J. Tomasi | Pat Gleason,,0
"Black Dawn, Chapter Five",Regular Ryan Sook Cover,24A,4,Superman,DC Comics,2017-07-02,Patrick Gleason | Peter J. Tomasi | Pat Gleason,,0
"Black Dawn, Chapter 6: Fade to Black",Regular Ryan Sook Cover,25A,4,Superman,DC Comics,2017-08-06,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
Brains vs. Brawn,Regular Lee Weeks Cover,26A,4,Superman,DC Comics,2017-08-06,Michael Moreci | Scott Godlewski,,0
"Declaration, Part One",Lee Weeks Regular Cover,27A,4,Superman,DC Comics,2017-08-06,Patrick Gleason | Peter J. Tomasi | Pat Gleason,,0
"Declaration, Independence Day",Ryan Sook Cover,28A,4,Superman,DC Comics,2017-11-05,Patrick Gleason | Peter J. Tomasi | Pat Gleason,,0
"Declaration, Independence Day",Ryan Sook Cover,28A,4,Superman,DC Comics,2017-11-05,Patrick Gleason | Peter J. Tomasi | Pat Gleason,,0
"A Minute Longer, A Minute Longer Part One",Regular Ryan Sook Cover,29A,4,Superman,DC Comics,2018-01-05,Keith Champagne | Doug Mahnke | Scott Hanna,,0
N/A,Variant Ian Churchill Cover,31B,4,Superman,DC Comics,2018-01-05,James Bonny | Tyler Kirkham,,0
"Breaking Point, Part Two",Regular Tyler Kirkham Cover,32A,4,Superman,DC Comics,2018-01-05,James Bonny | Tyler Kirkham,,0
"Imperius Lex, The Super Man Who Would Be King",Regular Ryan Sook Cover,33A,4,Superman,DC Comics,2018-01-05,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
"Imperius Lex, Part Two: Fire And Furies",Regular Patrick Gleason Cover,34A,4,Superman,DC Comics,2018-01-05,Patrick Gleason | Peter J. Tomasi | Ed Benes,,0
"Imperius Lex, Part 3: World of Flame",Regular Patrick Gleason Cover,35A,4,Superman,DC Comics,2018-01-05,Patrick Gleason | Peter J. Tomasi | Travis Moore,,0
"Imperius Lex, Part 4: Liberation",Regular Patrick Gleason Cover,36A,4,Superman,DC Comics,2018-01-05,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
"Super Sons of Tomorrow - Super Sons of Tomorrow, Part One: Dark Of The Son",Regular Ivan Reis Cover,37A,4,Superman,DC Comics,2018-01-26,Patrick Gleason | Peter J. Tomasi | Jorge Jiménez,,0
Super Sons of Tomorrow - Part 4: Into The Light,Regular Ivan Reis & Oclair Albert Cover,38A,4,Superman,DC Comics,2018-01-26,Patrick Gleason | Peter J. Tomasi | Sergio Davila,,0
N/A,Regular Chris Burnham Cover,39A,4,Superman,DC Comics,2018-01-26,Patrick Gleason | Peter J. Tomasi | Barry Kitson,,0
"The Last Days, The Last Days Part One",Regular Viktor Bogdanovic Cover,40A,4,Superman,DC Comics,2018-03-11,James Robinson | Doug Mahnke | Scott Hanna,,0
"The Last Days, Part Two",Regular Viktor Bogdanovic Cover,41A,4,Superman,DC Comics,2018-03-11,James Robinson | Ed Benes,,0
N/A,Regular Patrick Gleason Cover,42A,4,Superman,DC Comics,2018-03-11,Patrick Gleason | Peter J. Tomasi,,0
"Bizarroverse, Black Mirrors",Regular Patrick Gleason Cover,43A,4,Superman,DC Comics,2018-05-10,Patrick Gleason | Peter J. Tomasi | Joe Prado,,0
N/A,Regular Patrick Gleason Cover,44A,4,Superman,DC Comics,2018-05-10,Patrick Gleason | Peter J. Tomasi | Doug Mahnke,,0
"Truth, Justice, Family",Regular Patrick Gleason Cover,45A,4,Superman,DC Comics,2018-05-05,Patrick Gleason | Peter J. Tomasi,,0
Tangled Up In Green,N/A,1,4 Annual,Superman,DC Comics,2017-01-11,Patrick Gleason | Peter J. Tomasi | Jorge Jiménez,,0
N/A,N/A,1,4 Special,Superman,DC Comics,2018-05-25,Ian Flynn | Patrick Gleason | Peter J. Tomasi,,0
The Unity Saga,Regular Ivan Reis & Joe Prado Cover,1A,5,Superman,DC Comics,2018-07-15,Brian Michael Bendis | Ivan Reis | Joe Prado,,0
"The Unity Saga, Part 2",Regular Ivan Reis & Joe Prado Cover,2A,5,Superman,DC Comics,2019-01-19,Brian Michael Bendis | Ivan Reis | Joe Prado,,0
"The Unity Saga, Part 3",Regular Ivan Reis & Joe Prado Cover,3A,5,Superman,DC Comics,2019-01-19,Brian Michael Bendis | Ivan Reis | Joe Prado,,0
"The Unity Saga, Part Four",Regular Ivan Reis & Joe Prado Enhanced Foil Cover,4A,5,Superman,DC Comics,2019-01-19,Brian Michael | Ivan Reis | Joe Prado,,0
"The Unity Saga, Part Five",Regular Ivan Reis & Joe Prado Cover,5A,5,Superman,DC Comics,2019-01-19,Ivan Reis | Joe Prado | Oclair Albert,,0
The Unity Saga,Regular Ivan Reis & Joe Prado Cover,6A,5,Superman,DC Comics,2019-01-19,Brian Michael Bendis | Joe Prado | Ivan Reis,,0
The Unity Saga: The House of El,Regular Ivan Reis & Joe Prado Cover,7A,5,Superman,DC Comics,2019-01-19,Brian Michael Bendis | Ivan Reis | Brandon Peterson,,0
"The Unity Saga, The House of El: Part Two",Regular Ivan Reis & Joe Prado Cover,8A,5,Superman,DC Comics,2019-05-04,Brian Michael Bendis | Ivan Reis | Brandon Peterson,,0
"The Unity Saga: The House of El, The House of El Part 3",Regular Ivan Reis & Joe Prado Cover,9A,5,Superman,DC Comics,2019-05-04,Brian Michael Bendis | Brandon Peterson | Ivan Reis,,0
"The Unity Saga, The House of El Pt. 4",Regular Ivan Reis & Joe Prado Cover,10A,5,Superman,DC Comics,2019-05-11,Brian Michael Bendis | Ivan Reis | Brandon Peterson,,0
"The Unity Saga, The House Of El Part 5",Regular Ivan Reis & Joe Prado Cover,11A,5,Superman,DC Comics,2019-06-10,Brian Michael Bendis | Ivan Reis | Joe Prado,,0
"The Unity Saga, The House of El, Pt 6",Regular Ivan Reis & Joe Prado Cover,12A,5,Superman,DC Comics,2019-06-20,Brian Michael Bendis | Ivan Reis | Joe Prado,,0
Year of the Villain - The Unity Saga,Regular Ivan Reis & Joe Prado Cover,13A,5,Superman,DC Comics,2019-07-18,Brian Michael Bendis | Ivan Reis | Brandon Peterson,,0
"The Unity Saga, The House of El: The Conclusion Part One",Regular Ivan Reis & Joe Prado Cover,14A,5,Superman,DC Comics,2019-09-20,Brian Michael Bendis | Ivan Reis | Joe Prado,,0
N/A,Variant Adam Hughes Cover,15B,5,Superman,DC Comics,2019-10-17,Brian Michael Bendis | Ivan Reis | Brandon Peterson,,0
N/A,Regular Ivan Reis & Joe Prado Cover,16A,5,Superman,DC Comics,2019-10-17,Brian Michael Bendis | David LaFuente,,0
"The Truth, Prologue",Regular Ivan Reis & Joe Prado Cover,17A,5,Superman,DC Comics,2019-11-22,Brian Michael Bendis | Kevin Maguire,,0
Truth,Regular Ivan Reis & Joe Prado Cover,18A,5,Superman,DC Comics,2019-12-22,Brian Michael Bendis | Ivan Reis | Joe Prado,,0
"Truth, Part 2",Regular Ivan Reis & Joe Prado Cover,19A,5,Superman,DC Comics,2020-02-23,Brian Michael Bendis | Ivan Reis | Danny Miki,,0
"Truth, Part 3",Regular Ivan Reis & Joe Prado Cover,20A,5,Superman,DC Comics,2020-02-13,Brian Michael Bendis | Joe Prado | Ivan Reis,,0
The Truth,Regular Ivan Reis & Joe Prado Cover,21A,5,Superman,DC Comics,2020-03-20,Brian Michael Bendis | Ivan Reis | Joe Prado,,0
"The Truth, Finale",Regular Ivan Reis & Joe Prado Cover,22A,5,Superman,DC Comics,2020-08-08,Brian Michael Bendis | Kevin Maguire,,0
"Chaos, Part One",N/A,23A,5,Superman,DC Comics,2020-08-08,Brian Michael Bendis | Kevin Maguire | John Timms,,0
"Chaos, Chaos, Part Two",Regular Ivan Reis & Joe Prado Cover,24A,5,Superman,DC Comics,2020-12-04,Brian Michael Bendis | Kevin Maguire | John Timms,,0
"Mythological, Part 1",Regular Ivan Reis & Joe Prado Cover,25A,5,Superman,DC Comics,2020-12-04,Brian Michael Bendis | Ivan Reis | Danny Miki,,0
"Mythological, Mythological  Part 2",Regular Ivan Reis & Joe Prado Cover,26A,5,Superman,DC Comics,2020-12-04,Brian Michael Bendis | Ivan Reis | Danny Miki,,0
"Mythological, Part 3",Regular Ivan Reis & Danny Miki Cover,27A,5,Superman,DC Comics,2020-12-04,Brian Michael Bendis | Ivan Reis | Danny Miki,,0
"Mythological, Finale",Ivan Reis & Joe Prado Regular Cover,28A,5,Superman,DC Comics,2020-12-22,Brian Michael Bendis | Ivan Reis | Danny Miki,,0
N/A,Variant John Timms Wraparound Cover,29B,5,Superman,DC Comics,2021-06-02,Sean Lewis | Phillip Kennedy Johnson | Phil Hester,,0
"The One Who Fell, The One Who Fell Part One / Tales Of Metropolis: Ambush Bug",Regular John Timms Cover,30A,5,Superman,DC Comics,2021-06-01,Sean Lewis | Phillip Kennedy Johnson | Sami Basri,,0
"The One Who Fell, The One Who Fell Part Two / Tales of Metropolis: Loose Cannon and Gangbuster",John Timms Regular Cover,31A,5,Superman,DC Comics,2021-06-14,Sean Lewis | Phillip Kennedy Johnson | Norm Rapmund,,0
"The One Who Fell, Part Three",Regular John Timms Cover,32A,5,Superman,DC Comics,2021-06-26,Sean Lewis | Phillip Kennedy Johnson | Sami Basri,,0
Dove / The Castaways,N/A,1A,1,Superman: American Alien,DC Comics,2017-01-11,Max Landis | Nick Dragotta | Matthew Clark,,0
Hawk / Revelations,N/A,2A,1,Superman: American Alien,DC Comics,2017-01-11,Max Landis | Tommy Lee Edwards | Evan Shaner,,0
N/A,N/A,3A,1,Superman: American Alien,DC Comics,2016-01-24,Max Landis | Mark Buckingham | Joëlle Jones,,0
